'[''#1'']','[''adrian'']','[''enhancement'']'
'[''#2'']','[''anonymous'']','[''defect'']'
'[''#3'']','[''adrian'']','[''enhancement'']'
'[''#4'']','[''adrian'']','[''enhancement'']'
'[''#5'']','[''adrian'']','[''enhancement'']'
'[''#6'']','[''adrian'']','[''defect'']'
'[''#7'']','[''wilson'']','[''defect'']'
'[''#8'']','[''adrian'']','[''defect'']'
'unknown','unknown','unknown'
